latitude_ocorrencia,longitude_ocorrencia
-22.980.727,-43.194.587
-228.131.943,-433.796.282
-228.890.556,-432.415.981
-228.604.006,-434.884.116
-22.836.692,-43.383.925
-229.133.501,-43.254.406
-229.465.479,-433.697.197
-228.622.904,-434.865.673
-228.509.798,-433.778.181
-229.052.507,-432.340.127
-22.886.505,-43.453.761
-229.342.985,-43.256.849
-228.844.342,-434.278.131
-229.465.479,-433.697.197
-228.875.614,-433.192.326
-228.830.377,-432.457.507
-228.830.377,-432.457.507
-229.799.415,-431.950.331
-227.876.813,-431.806.226
-229.465.479,-433.697.197
-228.505.775,-432.427.292
-228.694.071,-434.790.849
-228.694.071,-434.790.849
-228.135.205,-43.230.624.399.999.900
-22.877.663,-434.981.122
-228.542.366,-432.419.911
-2.287.128,-43.489.917
-228.505.775,-432.427.292
-228.230.742,-433.861.426
-228.875.573,-432.581.953
-228.542.275,-432.416.393
-228.552.398,-432.404.966
-228.550.861,-433.185.442
-22.832.551,-43.380.411
-228.806.896,-432.703.547
-228.606.969,-43.488.347
-229.196.001,-432.855.347
-228.840.966,-434.770.582
-229.691.667,-432.886.111
-228.960.949,-434.340.909
-228.622.983,-434.914.814
-229.465.479,-433.697.197
-229.431.805,-433.613.143
-22.832.551,-43.380.411
-228.844.342,-434.278.131
-228.214.346,-432.551.073
-228.234.412,-432.959.357
-228.196.976,-432.943.395
-228.612.846,-434.217.565
-229.039.899,-432.103.382
-229.083.251,-433.165.725
-229.477.887,-433.697.578
-229.494.493,-433.646.109
-229.160.745,-4.320.327
-22.814.142,-433.795.061
-228.709.633,-434.426.703
-228.709.633,-434.426.703
-229.879.622,-432.480.261
-229.879.622,-432.480.261
-229.199.753,-432.025.633
-228.495.477,-43.345.443
-228.668.177,-434.659.022
-229.481.154,-433.679.587
-228.604.006,-434.884.116
-229.153.542,-432.840.275
-228.627.778,-433.152.778
-22.832.551,-43.380.411
-22.953.538.000.000.000,-433.577.078
-22.824.407,-43.372.699
-228.820.321,-432.496.748
-228.820.321,-432.496.748
-229.959.712,-433.615.236
-22.838.459,-43.344.702
-229.078.627,-43.265.928.099.999.900
-228.553.516,-432.422.473
-228.622.983,-434.914.814
-228.961.141,-434.777.639
-228.196.733,-433.881.161
-228.255.312,-4.334.446
-228.694.071,-434.790.849
-228.553.516,-432.422.473
-228.864.743,-434.864.356
-228.312.958,-433.021.171
-228.957.117,-434.777.005
-228.344.328,-433.466.493
-229.122.559,-432.639.995
-228.613.778,-43.495.223
-228.126.375,-432.273.617
-22.860.562,-434.884.837
-22.949.713,-43.364.545
-229.352.778,-432.563.889
-229.431.805,-433.613.143
-229.076.515,-435.659.121
-228.293.398,-432.767.536
-228.255.312,-4.334.446
-229.431.805,-433.613.143
-229.517.142,-433.614.749
-228.977.116,-431.908.555
-228.923.941,-434.177.244
-228.622.904,-434.865.673
-229.198.717,-432.016.069
-228.613.778,-43.495.223
-228.581.095,-434.875.308
-228.246.493,-433.727.275
-229.828.496,-433.653.116
-229.063,-43.237.162
-229.811.331,-431.969.178
-229.162.662,-431.916.361
-228.604.006,-434.884.116
-228.604.006,-434.884.116
-228.877.923,-43.262.055
-228.954.564,-432.711.203
-230.104.757,-433.636.355
-229.052.507,-432.340.127
-229.279.602,-431.807.701
-229.760.044,-432.285.147
-228.725.334,-433.363.639
-228.371.837,-432.774.115
-229.165.994,-432.501.796
-228.553.516,-432.422.473
-229.259.539,-432.487.131
-229.551.921,-433.372.282
-229.076.515,-435.659.121
-229.002.778,-431.952.778
-229.879.622,-432.480.261
-229.441.667,-432.408.333
-228.709.633,-434.426.703
-229.114.422,-435.955.559
-228.720.281,-434.436.952
-228.622.983,-434.914.814
-228.728.368,-432.409.215
-228.581.095,-434.875.308
-229.465.479,-433.697.197
-228.632.339,-432.408.541
-229.487.448,-433.662.036
-228.639.673,-43.241.049
-228.795.382,-43.489.301
-229.465.479,-433.697.197
-228.535.487,-432.467.791
-228.563.115,-432.487.368
-229.465.479,-433.697.197
-229.151.643,-432.326.214
-228.553.516,-432.422.473
-2.286.224,-43.486.877
-228.553.516,-432.422.473
-228.627.088,-432.540.135
-228.553.516,-432.422.473
-228.622.983,-434.914.814
-228.709.633,-434.426.703
-229.641.669,-431.898.623
-228.612.593,-432.758.573
-229.078.627,-43.265.928.099.999.900
-228.565.492,-432.474.479
-228.244.051,-43.386.729
-228.581.095,-434.875.308
-228.882.898,-432.492.801
-228.694.071,-434.790.849
-228.824.718,-434.236.587
-22.891.809,-434.204.269
-22.887.788,-43.283.446
-228.923.941,-434.177.244
-229.347.222,-432.047.222
-22.845.983,-432.832.516
-228.246.493,-433.727.275
-228.627.778,-433.152.778
-22.901.001,-43.278.319
-229.465.479,-433.697.197
-229.320.902,-432.401.161
-228.472.161,-432.754.407
-228.588.459,-434.892.169
-229.284.443,-432.177.817
-228.184.513,-433.030.143
-229.879.622,-432.480.261
-228.388.119,-432.809.006
-228.613.778,-43.495.223
-22.867.855,-432.974.726
-228.864.743,-434.864.356
-228.603.985,-432.821.082
-228.692.568,-433.039.879
-229.103.159,-432.489.702
-229.517.142,-433.614.749
-228.588.459,-434.892.169
-22.860.562,-434.884.837
-228.795.382,-43.489.301
-229.022.408,-431.810.463
-229.416.361,-432.427.518
-22.946.176,-433.648.079
-229.388.927,-43.178.137
-228.604.006,-434.884.116
-229.298.821,-432.271.434
-228.588.459,-434.892.169
-229.465.479,-433.697.197
-228.563.115,-432.487.368
-229.461.738,-433.646.109
-228.243.335,-433.867.966
-228.264.799,-433.392.593
-229.127.731,-435.498.727
-22.856.054,-43.247.163
-228.604.006,-434.884.116
-228.188.388,-433.193.662
-228.682.444,-43.458.742
-229.297.248,-432.266.288
-228.229.118,-433.767.869
-228.581.095,-434.875.308
-228.592.168,-434.469.581
-228.604.006,-434.884.116
-228.731.603,-432.628.504
-22.863.392,-4.333.619
-22.863.392,-4.333.619
-228.453.764,-433.546.803
-229.565.109,-431.985.552
-228.536.379,-432.466.614
-229.476.632,-433.705.179
-228.595.673,-434.917.482
-228.016.667,-431.902.778
-228.627.088,-432.540.135
-229.103.889,-432.535.322
-228.899.874,-432.736.259
-228.885.564,-434.140.127
-229.102.899,-432.299.243
-2.285.957,-434.917.919
-22.820.009,-433.742.962
-228.550.286,-434.921.358
-228.241.667,-43.364.444.399.999.900
-229.465.479,-433.697.197
-228.622.904,-434.865.673
-228.603.985,-432.821.082
-22.823.881,-4.327.475
-228.242.027,-433.678.933
-228.274.378,-433.498.246
-22.871.735,-43.292.366
-228.622.983,-434.914.814
-229.465.479,-433.697.197
-229.002.778,-431.952.778
-22.878.649,-43.505.593
-229.165.994,-432.501.796
-228.134.407,-432.297.496
-228.134.407,-432.297.496
-22.877.373,-43.493.523
-229.277.778,-431.991.667
-229.250.817,-432.143.265
-228.795.382,-43.489.301
-229.945.157,-432.378.333
-228.604.006,-434.884.116
-228.604.006,-434.884.116
-229.284.657,-432.166.676
-229.284.443,-432.177.817
-228.641.667,-433.238.889
-228.326.944,-433.803.621
-22.862.072,-43.486.587
-229.465.479,-433.697.197
-22.822.669,-432.856.514
-22.953.199,-433.588.189
-22.810.892,-43.288.176
-228.428.941,-433.355.731
-229.347.222,-432.047.222
-228.122.261,-433.619.715
-229.383.333,-432.594.444
-229.535.431,-433.577.288
-229.425.912,-435.759.918
-229.196.112,-432.855.362
-228.613.778,-43.495.223
-228.240.007,-434.029.811
-229.257.861,-431.962.164
-228.588.459,-434.892.169
-228.654.866,-432.619.815
-228.242.181,-433.678.849
-228.606.313,-432.511.977
-229.211.926,-431.940.983
-228.604.006,-434.884.116
-228.654.866,-432.619.815
-228.627.778,-433.152.778
-229.052.074,-43.354.214
-229.347.222,-432.047.222
-228.613.778,-43.495.223
-229.044.173,-433.442.041
-229.027.463,-432.684.052
-228.581.095,-434.875.308
-228.581.095,-434.875.308
-228.464.076,-432.993.718
-229.031.086,-43.346.269
-229.336.101,-436.611.095
-2.288.097,-434.172.465
-229.196.112,-432.855.362
-22.864.264,-43.337.016
-228.553.516,-432.422.473
-228.385.298,-433.341.193
-229.182.026,-432.051.183
-228.786.524,-434.285.172
-229.207.204,-431.788.024
-230.110.064,-433.091.914
-228.244.051,-43.386.729
-229.078.627,-43.265.928.099.999.900
-228.581.095,-434.875.308
-228.848.711,-432.980.357
-228.265.649,-433.942.104
-228.094.553,-433.089.519
-22.877.663,-434.981.122
-228.828.306,-434.884.403
-229.086.142,-432.005.689
-22.819.362,-43.366.922
-2.286.945,-434.756.799
-22.871.108,-432.929.869
-228.763.889,-433.033.333
-228.201.319,-432.894.307
-229.325.276,-432.410.392
-22.948.872,-43.363.195
-22.886.592,-43.486.616
-229.052.507,-432.340.127
-228.401.095,-433.780.741
-229.442.262,-433.678.585
-228.326.944,-433.803.621
-228.510.196,-433.706.914
-228.889.072,-432.391.525
-229.879.622,-432.480.261
-229.465.479,-433.697.197
-229.033.737,-433.458.969
-228.596.421,-434.916.354
-228.094.553,-433.089.519
-228.759.836,-433.024.082
-228.604.006,-434.884.116
-229.028.429,-432.681.691
-229.288.279,-432.262.771
-229.879.622,-432.480.261
-228.553.516,-432.422.473
-228.581.095,-434.875.308
-228.593.866,-432.754.314
-228.244.051,-43.386.729
-229.465.479,-433.697.197
-229.465.479,-433.697.197
-228.257.676,-433.389.194
-228.604.006,-434.884.116
-228.712.142,-433.413.837
-22.879.052,-432.168.459
-22.867.204,-43.510.292
-228.362.719,-43.381.828
-228.786.524,-434.285.172
-228.264.799,-433.392.593
-229.002.778,-431.952.778
-228.604.006,-434.884.116
-229.076.515,-435.659.121
-229.945.157,-432.378.333
-228.919.376,-434.824.067
-229.879.622,-432.480.261
-228.593.866,-432.754.314
-228.675.722,-433.252.865
-228.596.907,-432.676.321
-229.465.479,-433.697.197
-228.699.047,-433.160.716
-228.207.158,-433.647.849
-229.325.728,-432.410.248
-228.639.349,-433.277.024
-229.439.617,-433.709.235
-228.561.214,-434.929.487
-229.149.551,-432.505.289
-229.536.329,-43.189.674.600.000.000
-228.662.498,-433.275.184
-228.593.866,-432.754.314
-229.112.959,-435.409.869
-228.249.018,-433.832.749
-228.251.842,-433.449.465
-228.716.509,-432.562.752
-228.259.057,-433.872.447
-22.903.902,-433.452.629
-228.713.243,-434.870.367
-228.881.418,-432.755.334
-229.198.717,-432.016.069
-228.252.029,-43.402.833
-229.879.185,-432.480.831
-229.241.459,-433.714.121
-228.196.976,-432.943.395
-228.238.248,-433.772.426
-228.238.248,-433.772.426
-228.622.983,-434.914.814
-22.855.987,-43.246.544
-230.102.185,-433.127.521
-229.092.266,-432.967.316
-22.912.417,-43.249.578
-228.604.006,-434.884.116
-228.341.614,-433.911.252
-228.472.161,-432.754.407
